Report Date,Load Type,Load Weight,Dropoff Site,Route Type,Route Number,day_of_week,month,quarter,is_weekend,rolling_7_load_weight
1042416,17,20170.0,2,20,900,0,1,1,0,20170.0
1093392,7,16640.0,28,9,653,2,8,3,0,18405.0
1093392,7,16780.0,28,9,652,2,8,3,0,17863.333333333332
1093392,7,4980.0,28,9,654,2,8,3,0,14642.5
1093392,7,8620.0,28,9,445,2,8,3,0,13438.0
1093478,7,20580.0,28,9,495,3,8,3,0,14628.333333333334
1093478,7,31920.0,28,9,496,3,8,3,0,17098.571428571428
1093824,14,4580.0,18,18,1118,0,8,3,0,14871.42857142857
1096416,7,26640.0,28,9,827,2,9,3,0,16300.0
1096416,7,18100.0,28,9,825,2,9,3,0,16488.571428571428
1096502,7,34980.0,28,9,731,3,9,3,0,20774.285714285714
1096502,7,26040.0,28,9,728,3,9,3,0,23262.85714285714
1096502,7,23620.0,28,9,730,3,9,3,0,23697.14285714286
1096588,20,12820.0,14,35,1386,4,10,4,0,20968.571428571428
1096588,14,4420.0,18,18,859,4,10,4,0,20945.714285714286
1096588,7,19720.0,28,9,701,4,10,4,0,19957.14285714286
1096588,7,4560.0,28,9,464,4,10,4,0,18022.85714285714
1096588,20,6840.0,14,35,1379,4,10,4,0,14002.857142857143
1096588,7,10500.0,28,9,430,4,10,4,0,11782.857142857143
1096588,14,2340.0,18,18,851,4,10,4,0,8742.857142857143
1096588,14,1800.0,18,18,852,4,10,4,0,7168.571428571428
1096588,15,4940.0,18,18,858,4,10,4,0,7242.857142857143
1096588,14,1580.0,18,20,107,4,10,4,0,4651.428571428572
1096588,7,9160.0,28,9,537,4,10,4,0,5308.571428571428
1096588,15,3100.0,18,18,861,4,10,4,0,4774.285714285715
1096588,15,2760.0,18,18,863,4,10,4,0,3668.5714285714284
1096588,7,5400.0,28,9,464,4,10,4,0,4105.714285714285
1096588,14,4980.0,18,18,854,4,10,4,0,4560.0
1096588,20,9560.0,14,35,1380,4,10,4,0,5220.0
1096588,7,23860.0,28,9,434,4,10,4,0,8402.857142857143
1096588,7,18000.0,28,9,687,4,10,4,0,9665.714285714286
1096588,14,5060.0,18,18,861,4,10,4,0,9945.714285714286
1096588,7,19420.0,28,9,456,4,10,4,0,12325.714285714286
1096588,15,1780.0,18,20,107,4,10,4,0,11808.57142857143
1096588,20,10800.0,14,35,1383,4,10,4,0,12640.0
1096588,7,18800.0,28,9,688,4,10,4,0,13960.0
1096588,14,2340.0,18,18,864,4,10,4,0,10885.714285714286
1096588,20,11180.0,14,35,1381,4,10,4,0,9911.42857142857
1096588,7,17860.0,28,9,462,4,10,4,0,11740.0
1096588,14,3540.0,18,18,853,4,10,4,0,9471.42857142857
1096588,2,6840.0,26,2,66,4,10,4,0,10194.285714285714
1096588,13,1780.0,9,2,66,4,10,4,0,8905.714285714286
1096588,15,1980.0,18,11,163,4,10,4,0,6502.857142857143
1096588,6,1200.0,28,8,104,4,10,4,0,6340.0
1096588,7,21500.0,28,9,712,4,10,4,0,7814.285714285715
1096588,14,3420.0,18,18,860,4,10,4,0,5751.428571428572
1096588,15,2260.0,18,20,106,4,10,4,0,5568.571428571428
1096588,15,3680.0,18,18,853,4,10,4,0,5117.142857142857
1096588,7,24740.0,28,9,700,4,10,4,0,8397.142857142857
1096588,15,7800.0,18,18,855,4,10,4,0,9228.57142857143
1096588,7,16160.0,28,9,460,4,10,4,0,11365.714285714286
1096588,7,21620.0,28,9,432,4,10,4,0,11382.857142857143
1096588,7,19720.0,28,9,459,4,10,4,0,13711.42857142857
1096588,7,10320.0,28,9,462,4,10,4,0,14862.857142857143
1096588,20,6700.0,14,35,1377,4,10,4,0,15294.285714285714
1096588,7,13580.0,28,9,429,4,10,4,0,13700.0
1096588,7,8780.0,28,9,430,4,10,4,0,13840.0
1096588,15,5080.0,18,18,852,4,10,4,0,12257.142857142857
1096675,6,440.0,28,8,104,5,10,4,1,9231.42857142857
1096848,14,3160.0,18,18,162,0,10,4,0,6865.714285714285
1096848,7,14200.0,28,9,763,0,10,4,0,7420.0
1096848,2,1320.0,26,2,47,0,10,4,0,6651.428571428572
1096848,14,3140.0,18,18,1021,0,10,4,0,5160.0
1096848,7,10920.0,28,9,759,0,10,4,0,5465.714285714285
1096848,14,2820.0,18,18,1020,0,10,4,0,5142.857142857143
1096848,7,16320.0,28,9,561,0,10,4,0,7411.428571428572
1096848,7,13560.0,28,9,530,0,10,4,0,8897.142857142857
1096848,15,5980.0,18,18,1026,0,10,4,0,7722.857142857143
1096848,15,6620.0,18,18,1021,0,10,4,0,8480.0
1096848,7,23480.0,28,9,549,0,10,4,0,11385.714285714286
1096848,7,25320.0,28,9,774,0,10,4,0,13442.857142857143
1096848,1,4000.0,14,1,13,0,10,4,0,13611.42857142857
1096848,14,5000.0,18,18,1015,0,10,4,0,11994.285714285714
1096848,2,14000.0,28,2,47,0,10,4,0,12057.142857142857
1096848,19,5887.0,26,2,47,0,10,4,0,12043.857142857143
1096848,14,4100.0,18,18,1027,0,10,4,0,11683.857142857143
1096848,1,4000.0,14,1,13,0,10,4,0,8901.0
1096848,7,19780.0,28,9,759,0,10,4,0,8109.571428571428
1096848,19,2436.0,26,2,47,0,10,4,0,7886.142857142857
1096848,15,2520.0,18,18,1020,0,10,4,0,7531.857142857143
1096848,7,12140.0,28,9,550,0,10,4,0,7266.142857142857
1096848,7,21420.0,28,9,547,0,10,4,0,9485.142857142857
1096848,7,13940.0,28,9,531,0,10,4,0,10890.857142857143
1096848,15,7280.0,18,18,1024,0,10,4,0,11359.42857142857
1096848,7,23180.0,28,9,528,0,10,4,0,11845.142857142857
1096848,15,5520.0,18,18,1012,0,10,4,0,12285.714285714286
1096848,15,3060.0,18,18,1013,0,10,4,0,12362.857142857143
1096848,15,15000.0,18,18,1100,0,10,4,0,12771.42857142857
1096848,7,24820.0,28,9,761,0,10,4,0,13257.142857142857
1096848,7,11680.0,28,9,556,0,10,4,0,12934.285714285714
1096848,7,14460.0,28,9,550,0,10,4,0,13960.0
1096848,2,3000.0,26,2,47,0,10,4,0,11077.142857142857
1096848,7,18980.0,28,9,763,0,10,4,0,13000.0
1096848,14,1960.0,18,18,1013,0,10,4,0,12842.857142857143
1096848,14,3500.0,18,18,1017,0,10,4,0,11200.0
1096848,18,11440.0,26,34,126,0,10,4,0,9288.57142857143
1096848,14,980.0,18,20,116,0,10,4,0,7760.0
1096848,14,3300.0,18,18,1030,0,10,4,0,6165.714285714285
1096848,14,4200.0,18,18,1009,0,10,4,0,6337.142857142857
1096848,20,11760.0,14,35,1405,0,10,4,0,5305.714285714285
1096848,15,2760.0,18,18,1020,0,10,4,0,5420.0
1096848,1,4000.0,14,1,13,0,10,4,0,5491.428571428572
1096848,14,860.0,18,20,118,0,10,4,0,3980.0
1096848,15,3840.0,18,18,162,0,10,4,0,4388.571428571428
1096848,7,21260.0,28,9,531,0,10,4,0,6954.285714285715
1096848,7,24080.0,28,9,771,0,10,4,0,9794.285714285714
1096848,15,5400.0,18,18,1025,0,10,4,0,8885.714285714286
1096848,1,4000.0,14,1,13,0,10,4,0,9062.857142857143
1096848,15,4880.0,18,18,1009,0,10,4,0,9188.57142857143
1096848,13,3580.0,9,2,47,0,10,4,0,9577.142857142857
1096848,7,10160.0,28,9,554,0,10,4,0,10480.0
1096848,7,17760.0,28,9,559,0,10,4,0,9980.0
1096848,7,6740.0,28,9,532,0,10,4,0,7502.857142857143
1096848,15,3860.0,18,18,1010,0,10,4,0,7282.857142857143
1096848,7,11740.0,28,9,551,0,10,4,0,8388.57142857143
1096848,1,4000.0,14,1,13,0,10,4,0,8262.857142857143
1096848,15,5760.0,18,18,1018,0,10,4,0,8574.285714285714
1096848,7,20760.0,28,9,532,0,10,4,0,10088.57142857143
1096848,14,5060.0,18,18,1011,0,10,4,0,8274.285714285714
1096848,7,20880.0,28,9,546,0,10,4,0,10294.285714285714
1096848,14,3480.0,18,18,1026,0,10,4,0,10240.0
1096848,15,8860.0,18,18,1027,0,10,4,0,9828.57142857143
1096848,1,4000.0,14,1,13,0,10,4,0,9828.57142857143
1096848,7,4860.0,28,9,547,0,10,4,0,9700.0
1096848,14,6700.0,18,18,1028,0,10,4,0,7691.428571428572
1096848,7,9740.0,28,9,560,0,10,4,0,8360.0
1096848,7,9740.0,28,9,560,0,10,4,0,6768.571428571428
1096848,20,8640.0,14,35,1414,0,10,4,0,7505.714285714285
1096848,14,3740.0,18,18,1008,0,10,4,0,6774.285714285715
1096848,7,10680.0,28,9,556,0,10,4,0,7728.571428571428
1096848,15,5960.0,18,18,1015,0,10,4,0,7885.714285714285
1096934,7,23800.0,28,9,604,1,10,4,0,10328.57142857143
1096934,15,8200.0,18,18,1103,1,10,4,0,10108.57142857143
1096934,2,7680.0,28,2,47,1,10,4,0,9814.285714285714
1096934,2,13860.0,28,2,47,1,10,4,0,10560.0
1096934,2,2960.0,26,2,47,1,10,4,0,10448.57142857143
1096934,7,31520.0,28,9,795,1,10,4,0,13425.714285714286
1096934,18,21440.0,26,34,121,1,10,4,0,15637.142857142857
1096934,7,21840.0,28,9,619,1,10,4,0,15357.142857142857
1096934,1,9040.0,14,1,13,1,10,4,0,15477.142857142857
1096934,7,21940.0,28,9,589,1,10,4,0,17514.285714285714
1096934,7,22080.0,28,9,586,1,10,4,0,18688.571428571428
1096934,14,820.0,18,18,1106,1,10,4,0,18382.85714285714
1096934,1,4000.0,14,1,13,1,10,4,0,14451.42857142857
1096934,20,6240.0,14,35,1423,1,10,4,0,12280.0
1096934,7,20760.0,28,9,782,1,10,4,0,12125.714285714286
1096934,14,3780.0,18,18,1124,1,10,4,0,11374.285714285714
1096934,1,4000.0,14,1,13,1,10,4,0,8811.42857142857
1096934,7,7920.0,28,9,620,1,10,4,0,6788.571428571428
1096934,20,6540.0,14,35,1422,1,10,4,0,7605.714285714285
1096934,15,9880.0,18,18,1117,1,10,4,0,8445.714285714286
1096934,14,4020.0,18,18,1111,1,10,4,0,8128.571428571428
1096934,20,5140.0,14,35,1373,1,10,4,0,5897.142857142857
1096934,15,2520.0,18,20,138,1,10,4,0,5717.142857142857
1096934,7,3680.0,28,9,604,1,10,4,0,5671.428571428572
1096934,14,3780.0,18,18,1119,1,10,4,0,5080.0
1096934,15,3920.0,18,18,1125,1,10,4,0,4705.714285714285
1096934,15,1280.0,18,20,138,1,10,4,0,3477.1428571428573
1096934,14,5520.0,18,18,1121,1,10,4,0,3691.4285714285716
1096934,14,1840.0,18,18,1108,1,10,4,0,3220.0
1096934,1,4000.0,14,1,13,1,10,4,0,3431.4285714285716
1096934,14,700.0,18,20,140,1,10,4,0,3005.714285714286
1096934,20,7440.0,14,35,1424,1,10,4,0,3528.5714285714284
1096934,2,16840.0,28,2,47,1,10,4,0,5374.285714285715
1096934,18,15440.0,26,34,121,1,10,4,0,7397.142857142857
1096934,19,3944.0,26,2,47,1,10,4,0,7172.0
1096934,7,14100.0,28,9,612,1,10,4,0,8923.42857142857
1096934,7,24900.0,28,9,601,1,10,4,0,11909.142857142857
1096934,7,11440.0,28,9,615,1,10,4,0,13443.42857142857
1096934,14,2360.0,18,18,1114,1,10,4,0,12717.714285714286
1096934,1,8880.0,14,1,13,1,10,4,0,11580.57142857143
1096934,14,4100.0,18,18,1116,1,10,4,0,9960.57142857143
1096934,15,6080.0,18,18,1122,1,10,4,0,10265.714285714286
1096934,7,16680.0,28,9,618,1,10,4,0,10634.285714285714
1096934,20,8000.0,14,35,1419,1,10,4,0,8220.0
1096934,7,24700.0,28,9,607,1,10,4,0,10114.285714285714
1096934,14,4580.0,18,18,1103,1,10,4,0,10431.42857142857
1096934,7,23780.0,28,9,606,1,10,4,0,12560.0
1096934,18,18960.0,26,34,133,1,10,4,0,14682.857142857143
1096934,15,7500.0,18,18,1119,1,10,4,0,14885.714285714286
1096934,7,24900.0,28,9,601,1,10,4,0,16060.0
1096934,15,7020.0,18,18,1121,1,10,4,0,15920.0
1096934,15,2640.0,18,18,1114,1,10,4,0,12768.57142857143
1096934,2,7140.0,28,2,47,1,10,4,0,13134.285714285714
1096934,7,18000.0,28,9,613,1,10,4,0,12308.57142857143
1096934,7,12500.0,28,9,613,1,10,4,0,11385.714285714286
1096934,6,1040.0,28,8,104,1,10,4,0,10462.857142857143
1096934,14,1300.0,18,18,1123,1,10,4,0,7091.428571428572
1096934,1,4000.0,14,1,13,1,10,4,0,6660.0
1096934,14,4700.0,18,18,1105,1,10,4,0,6954.285714285715
1096934,15,3240.0,18,18,1104,1,10,4,0,6397.142857142857
1096934,14,1660.0,18,20,138,1,10,4,0,4062.8571428571427
1096934,15,2120.0,18,18,1123,1,10,4,0,2580.0
1096934,7,7680.0,28,9,592,1,10,4,0,3528.5714285714284
1096934,15,6360.0,18,18,1123,1,10,4,0,4251.428571428572
1096934,1,7360.0,14,1,13,1,10,4,0,4731.428571428572
1096934,1,4000.0,14,1,13,1,10,4,0,4631.428571428572
1096934,15,3000.0,18,18,1101,1,10,4,0,4597.142857142857
1096934,15,4960.0,18,11,166,1,10,4,0,5068.571428571428
1096934,7,25020.0,28,9,614,1,10,4,0,8340.0
1096934,14,4480.0,18,18,1112,1,10,4,0,7882.857142857143
1096934,7,8800.0,28,9,618,1,10,4,0,8231.42857142857
1096934,14,1700.0,18,18,1114,1,10,4,0,7422.857142857143
1096934,7,11340.0,28,9,585,1,10,4,0,8471.42857142857
1096934,1,4000.0,14,1,13,1,10,4,0,8614.285714285714
1096934,7,23680.0,28,9,616,1,10,4,0,11288.57142857143
1096934,15,6600.0,18,18,1105,1,10,4,0,8657.142857142857
1096934,7,27140.0,28,9,805,1,10,4,0,11894.285714285714
1096934,15,2960.0,18,18,1106,1,10,4,0,11060.0
1096934,20,12160.0,14,35,1420,1,10,4,0,12554.285714285714
1096934,7,18900.0,28,9,784,1,10,4,0,13634.285714285714
1096934,7,17280.0,28,9,584,1,10,4,0,15531.42857142857
1096934,15,3200.0,18,18,1114,1,10,4,0,12605.714285714286
1096934,15,4260.0,18,18,1114,1,10,4,0,12271.42857142857
1097020,14,900.0,18,18,1186,2,10,4,0,8522.857142857143
1097020,20,5380.0,14,35,1469,2,10,4,0,8868.57142857143
1097020,19,3770.0,26,2,47,2,10,4,0,7670.0
1097020,7,21600.0,28,9,637,2,10,4,0,8055.714285714285
1097020,15,11480.0,18,18,1102,2,10,4,0,7227.142857142857
1097020,7,6500.0,28,9,671,2,10,4,0,7698.571428571428
1097020,14,2620.0,18,18,1206,2,10,4,0,7464.285714285715
1097020,7,19280.0,28,9,658,2,10,4,0,10090.0
1097020,6,420.0,28,8,104,2,10,4,0,9381.42857142857
1097020,7,19080.0,28,9,657,2,10,4,0,11568.57142857143
1097020,20,5500.0,14,35,1470,2,10,4,0,9268.57142857143
1097020,7,19200.0,28,9,814,2,10,4,0,10371.42857142857
1097020,20,3200.0,14,35,1471,2,10,4,0,9900.0
1097020,1,4000.0,14,1,13,2,10,4,0,10097.142857142857
1097020,14,2980.0,18,18,1204,2,10,4,0,7768.571428571428
1097020,14,3420.0,18,18,1187,2,10,4,0,8197.142857142857
1097020,7,12720.0,28,9,670,2,10,4,0,7288.571428571428
1097020,15,4040.0,18,18,1192,2,10,4,0,7080.0
1097020,7,26180.0,28,9,666,2,10,4,0,8077.142857142857
1097020,15,5600.0,18,18,1195,2,10,4,0,8420.0
1097020,7,17540.0,28,9,671,2,10,4,0,10354.285714285714
1097020,20,3040.0,14,35,1472,2,10,4,0,10362.857142857143
1097020,15,7960.0,18,18,1200,2,10,4,0,11011.42857142857
1097020,7,26940.0,28,9,828,2,10,4,0,13042.857142857143
1097020,14,1940.0,18,18,1202,2,10,4,0,12742.857142857143
1097020,7,21060.0,28,9,664,2,10,4,0,12011.42857142857
1097020,20,6740.0,14,35,1467,2,10,4,0,12174.285714285714
1097020,20,7880.0,14,35,1465,2,10,4,0,10794.285714285714
1097020,2,6280.0,28,2,47,2,10,4,0,11257.142857142857
1097020,2,12860.0,28,2,47,2,10,4,0,11957.142857142857
1097020,7,22320.0,28,9,638,2,10,4,0,11297.142857142857
1097020,18,17780.0,26,34,130,2,10,4,0,13560.0
1097020,1,4000.0,14,1,13,2,10,4,0,11122.857142857143
1097020,7,14180.0,28,9,670,2,10,4,0,12185.714285714286
1097020,1,4000.0,14,1,13,2,10,4,0,11631.42857142857
1097020,7,23680.0,28,9,641,2,10,4,0,14117.142857142857
1097020,7,26660.0,28,9,826,2,10,4,0,16088.57142857143
1097020,18,11020.0,26,34,133,2,10,4,0,14474.285714285714
1097020,7,29460.0,28,9,816,2,10,4,0,16142.857142857143
1097020,7,6360.0,28,9,812,2,10,4,0,16480.0
1097020,15,7060.0,18,18,1201,2,10,4,0,15462.857142857143
1097020,19,1700.0,28,13,180,2,10,4,0,15134.285714285714
1097020,15,5480.0,18,18,1185,2,10,4,0,12534.285714285714
1097020,15,7320.0,18,18,1189,2,10,4,0,9771.42857142857
1097020,7,16640.0,28,9,656,2,10,4,0,10574.285714285714
1097020,7,14600.0,28,9,642,2,10,4,0,8451.42857142857
1097020,7,19460.0,28,9,652,2,10,4,0,10322.857142857143
1097020,20,6200.0,14,35,1473,2,10,4,0,10200.0
1097020,7,8880.0,28,9,672,2,10,4,0,11225.714285714286
1097020,18,16940.0,26,34,130,2,10,4,0,12862.857142857143
1097020,20,8740.0,14,35,1464,2,10,4,0,13065.714285714286
1097020,15,1820.0,18,18,1186,2,10,4,0,10948.57142857143
1097020,15,4020.0,18,18,1204,2,10,4,0,9437.142857142857
1097020,7,22680.0,28,9,839,2,10,4,0,9897.142857142857
1097020,20,9060.0,14,35,1466,2,10,4,0,10305.714285714286
1097020,10,740.0,28,13,1321,2,10,4,0,9142.857142857143
1097020,7,13680.0,28,9,654,2,10,4,0,8677.142857142857
1097020,7,19320.0,28,9,837,2,10,4,0,10188.57142857143
1097020,14,1920.0,18,18,1196,2,10,4,0,10202.857142857143
1097020,7,24480.0,28,9,653,2,10,4,0,13125.714285714286
1097020,7,23920.0,28,9,835,2,10,4,0,13302.857142857143
1097020,14,3340.0,18,18,1195,2,10,4,0,12485.714285714286
1097020,15,13760.0,18,18,1102,2,10,4,0,14345.714285714286
1097107,14,3360.0,18,18,930,3,10,4,0,12871.42857142857
1097107,18,10020.0,26,34,133,3,10,4,0,11542.857142857143
1097107,7,14920.0,28,9,486,3,10,4,0,13400.0
1097107,20,10320.0,14,35,1395,3,10,4,0,11377.142857142857
1097107,7,11040.0,28,9,512,3,10,4,0,9537.142857142857
1097107,15,5640.0,18,11,164,3,10,4,0,9865.714285714286
1097107,7,21200.0,28,9,739,3,10,4,0,10928.57142857143
1097107,7,19560.0,28,9,717,3,10,4,0,13242.857142857143
1097107,7,25860.0,28,9,762,3,10,4,0,15505.714285714286
1097107,15,6160.0,18,18,945,3,10,4,0,14254.285714285714
1097107,7,7840.0,28,9,497,3,10,4,0,13900.0
1097107,1,4000.0,14,1,36,3,10,4,0,12894.285714285714
1097107,1,4000.0,14,1,36,3,10,4,0,12660.0
1097107,20,8600.0,14,35,1398,3,10,4,0,10860.0
1097107,7,11520.0,28,9,500,3,10,4,0,9711.42857142857
1097107,15,4360.0,18,18,927,3,10,4,0,6640.0
1097107,15,7960.0,18,18,936,3,10,4,0,6897.142857142857
1097107,15,1760.0,18,20,111,3,10,4,0,6028.571428571428
1097107,7,22840.0,28,9,729,3,10,4,0,8720.0
1097107,20,10900.0,14,35,1396,3,10,4,0,9705.714285714286
1097107,7,15020.0,28,9,495,3,10,4,0,10622.857142857143
1097107,7,22540.0,28,9,741,3,10,4,0,12197.142857142857
1097107,15,5260.0,18,18,934,3,10,4,0,12325.714285714286
1097107,7,25140.0,28,9,509,3,10,4,0,14780.0
1097107,7,25080.0,28,9,508,3,10,4,0,18111.428571428572
1097107,14,760.0,18,18,934,3,10,4,0,14957.142857142857
1097107,14,2500.0,18,18,934,3,10,4,0,13757.142857142857
1097107,14,3440.0,18,18,943,3,10,4,0,12102.857142857143
1097107,1,4000.0,14,1,36,3,10,4,0,9454.285714285714
1097107,15,14860.0,18,18,1097,3,10,4,0,10825.714285714286
1097107,15,7900.0,18,18,932,3,10,4,0,8362.857142857143
1097107,10,780.0,28,13,177,3,10,4,0,4891.428571428572
1097107,7,11060.0,28,9,512,3,10,4,0,6362.857142857143
1097107,7,20860.0,28,9,497,3,10,4,0,8985.714285714286
1097107,20,8720.0,14,35,1391,3,10,4,0,9740.0
1097107,14,3320.0,18,18,932,3,10,4,0,9642.857142857143
1097107,15,5600.0,18,18,942,3,10,4,0,8320.0
1097107,15,5500.0,18,18,944,3,10,4,0,7977.142857142857
1097107,7,19060.0,28,9,507,3,10,4,0,10588.57142857143
1097107,7,15100.0,28,9,496,3,10,4,0,11165.714285714286
1097107,18,10660.0,26,34,129,3,10,4,0,9708.57142857143
1097107,20,9840.0,14,35,1393,3,10,4,0,9868.57142857143
1097107,1,7800.0,14,1,36,3,10,4,0,10508.57142857143
1097107,20,7360.0,14,35,1392,3,10,4,0,10760.0
1097107,7,25260.0,28,9,511,3,10,4,0,13582.857142857143
1097107,2,6900.0,28,2,47,3,10,4,0,11845.714285714286
1097107,15,5540.0,18,18,929,3,10,4,0,10480.0
1097107,7,11960.0,28,9,510,3,10,4,0,10665.714285714286
1097107,14,3360.0,18,18,935,3,10,4,0,9740.0
1097107,15,4720.0,18,18,938,3,10,4,0,9300.0
1097107,18,13880.0,26,34,133,3,10,4,0,10231.42857142857
1097107,7,6500.0,28,9,514,3,10,4,0,7551.428571428572
1097107,15,5440.0,18,18,941,3,10,4,0,7342.857142857143
1097107,1,4000.0,14,1,36,3,10,4,0,7122.857142857143
1097107,20,11960.0,14,35,1399,3,10,4,0,7122.857142857143
1097107,7,25160.0,28,9,481,3,10,4,0,10237.142857142857
1097107,15,8060.0,18,18,937,3,10,4,0,10714.285714285714
1097107,14,3140.0,18,18,947,3,10,4,0,9180.0
1097107,15,3560.0,18,18,947,3,10,4,0,8760.0
1097107,20,9120.0,14,35,1400,3,10,4,0,9285.714285714286
1097107,14,4760.0,18,18,941,3,10,4,0,9394.285714285714
1097107,15,6680.0,18,18,928,3,10,4,0,8640.0
1097107,14,3780.0,18,18,940,3,10,4,0,5585.714285714285
1097107,15,9140.0,18,18,935,3,10,4,0,5740.0
1097107,7,13040.0,28,9,486,3,10,4,0,7154.285714285715
1097107,7,29240.0,28,9,719,3,10,4,0,10822.857142857143
1097107,15,8680.0,18,18,926,3,10,4,0,10760.0
1097107,14,3960.0,18,18,944,3,10,4,0,10645.714285714286
1097193,14,4880.0,18,18,862,4,10,4,0,10388.57142857143
1097193,20,13580.0,14,35,1378,4,10,4,0,11788.57142857143
1097193,7,8880.0,28,9,450,4,10,4,0,11751.42857142857
1097193,7,16760.0,28,9,445,4,10,4,0,12282.857142857143
1097193,15,4500.0,18,18,860,4,10,4,0,8748.57142857143
1097193,7,16200.0,28,9,428,4,10,4,0,9822.857142857143
1097193,15,8020.0,18,18,856,4,10,4,0,10402.857142857143
1097193,14,4500.0,18,18,853,4,10,4,0,10348.57142857143
1097193,20,4980.0,14,35,1383,4,10,4,0,9120.0
1097193,7,20060.0,28,9,456,4,10,4,0,10717.142857142857
1097193,20,10860.0,14,35,1386,4,10,4,0,9874.285714285714
1097193,15,8180.0,18,18,850,4,10,4,0,10400.0
1097193,2,4860.0,26,2,49,4,10,4,0,8780.0
1097193,14,4680.0,18,18,861,4,10,4,0,8302.857142857143
1097193,15,9560.0,18,18,848,4,10,4,0,9025.714285714286
1097193,7,24100.0,28,9,713,4,10,4,0,11757.142857142857
1097193,7,13620.0,28,9,450,4,10,4,0,10837.142857142857
1097193,7,22560.0,28,9,699,4,10,4,0,12508.57142857143
1097193,7,6620.0,28,9,428,4,10,4,0,12285.714285714286
1097193,15,3120.0,18,18,862,4,10,4,0,12037.142857142857
1097193,7,10860.0,28,9,454,4,10,4,0,12920.0
1097193,7,25540.0,28,9,434,4,10,4,0,15202.857142857143
1097193,7,19980.0,28,9,710,4,10,4,0,14614.285714285714
1097193,15,11340.0,18,18,1094,4,10,4,0,14288.57142857143
1097193,7,20740.0,28,9,446,4,10,4,0,14028.57142857143
1097193,7,23200.0,28,9,698,4,10,4,0,16397.14285714286
1097193,14,4680.0,18,18,858,4,10,4,0,16620.0
1097193,15,1780.0,18,18,864,4,10,4,0,15322.857142857143
1097193,20,8660.0,14,35,1382,4,10,4,0,12911.42857142857
1097193,7,20100.0,28,9,700,4,10,4,0,12928.57142857143
1097193,15,3560.0,18,18,861,4,10,4,0,11817.142857142857
1097193,7,7860.0,28,9,464,4,10,4,0,9977.142857142857
1097193,20,12000.0,14,35,1384,4,10,4,0,8377.142857142857
1097193,20,7560.0,14,35,1379,4,10,4,0,8788.57142857143
1097193,15,4700.0,18,18,846,4,10,4,0,9205.714285714286
1097193,7,21700.0,28,9,709,4,10,4,0,11068.57142857143
1097193,14,2500.0,18,18,845,4,10,4,0,8554.285714285714
1097193,7,3880.0,28,9,464,4,10,4,0,8600.0
1097193,15,7640.0,18,18,843,4,10,4,0,8568.57142857143
1097193,7,19480.0,28,9,459,4,10,4,0,9637.142857142857
1097193,14,4940.0,18,18,854,4,10,4,0,9262.857142857143
1097193,14,3000.0,18,18,843,4,10,4,0,9020.0
1097193,7,20380.0,28,9,433,4,10,4,0,8831.42857142857
1097193,20,12520.0,14,35,1380,4,10,4,0,10262.857142857143
1097193,1,8420.0,14,1,36,4,10,4,0,10911.42857142857
1097193,14,3240.0,18,18,846,4,10,4,0,10282.857142857143
1097193,7,20620.0,28,9,430,4,10,4,0,10445.714285714286
1097193,15,1600.0,18,20,113,4,10,4,0,9968.57142857143
1097193,15,4920.0,18,18,854,4,10,4,0,10242.857142857143
1097193,2,3620.0,28,2,49,4,10,4,0,7848.571428571428
1097280,10,660.0,28,13,1290,5,10,4,1,6154.285714285715
1097452,15,4200.0,18,18,1024,0,10,4,0,5551.428571428572
1097452,7,12200.0,28,9,528,0,10,4,0,6831.428571428572
1097452,18,12980.0,26,34,128,0,10,4,0,5740.0
1097452,7,14460.0,28,9,532,0,10,4,0,7577.142857142857
1097452,7,16800.0,28,9,531,0,10,4,0,9274.285714285714
1097452,7,7780.0,28,9,547,0,10,4,0,9868.57142857143
1097452,7,19760.0,28,9,546,0,10,4,0,12597.142857142857
1097452,7,24040.0,28,9,771,0,10,4,0,15431.42857142857
1097452,7,13140.0,28,9,530,0,10,4,0,15565.714285714286
1097452,15,5660.0,18,18,1013,0,10,4,0,14520.0
1097452,13,2280.0,9,2,49,0,10,4,0,12780.0
1097452,15,8320.0,18,18,1027,0,10,4,0,11568.57142857143
1097452,20,10860.0,14,35,1409,0,10,4,0,12008.57142857143
1097452,7,11360.0,28,9,748,0,10,4,0,10808.57142857143
1097452,15,6440.0,18,18,1022,0,10,4,0,8294.285714285714
1097452,7,17120.0,28,9,561,0,10,4,0,8862.857142857143
1097452,15,2300.0,18,18,1021,0,10,4,0,8382.857142857143
1097452,7,22080.0,28,9,558,0,10,4,0,11211.42857142857
1097452,7,9280.0,28,9,549,0,10,4,0,11348.57142857143
1097452,1,4000.0,14,1,36,0,10,4,0,10368.57142857143
1097452,14,4240.0,18,18,1015,0,10,4,0,9351.42857142857
1097452,18,15240.0,26,34,133,0,10,4,0,10608.57142857143
1097452,20,9320.0,14,35,1407,0,10,4,0,9494.285714285714
1097452,14,4060.0,18,18,1024,0,10,4,0,9745.714285714286
1097452,7,14860.0,28,9,763,0,10,4,0,8714.285714285714
1097452,1,4000.0,14,1,36,0,10,4,0,7960.0
1097452,15,6160.0,18,18,1011,0,10,4,0,8268.57142857143
1097452,2,14820.0,28,2,49,0,10,4,0,9780.0
1097452,15,5240.0,18,18,1009,0,10,4,0,8351.42857142857
